id,sequence,parent_id,create_uid,write_uid,parent_path,web_icon,action,name,active,create_date,write_date,is_studio_configuration
566,2,561,1,1,561/566/,\N,"ir.actions.act_window,976","{""en_US"": ""Equipment"", ""th_TH"": ""อุปกรณ์""}",t,2026-08-18 09:31:18.633018,2026-08-18 10:07:50.574054,\N
560,20,537,1,1,533/537/560/,\N,"ir.actions.act_window,969","{""en_US"": ""Production Analysis"", ""th_TH"": ""วิเคราะห์การผลิต""}",t,2026-08-18 09:30:42.740732,2026-08-18 09:30:42.740732,\N
562,0,561,1,1,561/562/,\N,"ir.actions.act_window,981","{""en_US"": ""Dashboard"", ""th_TH"": ""แดชบอร์ด""}",t,2026-08-18 09:31:18.633018,2026-08-18 09:31:18.633018,\N
574,2,572,1,1,561/572/574/,\N,"ir.actions.act_window,978","{""en_US"": ""Equipment Categories"", ""th_TH"": ""หมวดหมู่อุปกรณ์""}",t,2026-08-18 09:31:18.633018,2026-08-18 09:31:18.633018,\N
569,2,567,1,1,561/567/569/,\N,\N,"{""en_US"": ""Losses Analysis"", ""th_TH"": ""การวิเคราะห์ความสูญเสีย""}",t,2026-08-18 09:31:18.633018,2026-08-18 09:31:18.633018,\N
563,1,561,1,1,561/563/,\N,\N,"{""en_US"": ""Maintenance"", ""th_TH"": ""ซ่อมบำรุง""}",t,2026-08-18 09:31:18.633018,2026-08-18 09:31:18.633018,\N
561,160,\N,1,1,561/,"maintenance,static/description/icon.png",\N,"{""en_US"": ""Maintenance"", ""th_TH"": ""ซ่อมบำรุง""}",t,2026-08-18 09:31:18.633018,2026-08-18 09:31:18.633018,\N
565,2,563,1,1,561/563/565/,\N,"ir.actions.act_window,974","{""en_US"": ""Maintenance Calendar"", ""th_TH"": ""ปฏิทินการซ่อมบำรุง""}",t,2026-08-18 09:31:18.633018,2026-08-18 09:31:18.633018,\N
571,10,570,1,1,561/570/571/,\N,"ir.actions.act_window,975","{""en_US"": ""Maintenance Requests"", ""th_TH"": ""คำขอการซ่อมบำรุง""}",t,2026-08-18 09:31:18.633018,2026-08-18 09:31:18.633018,\N
564,1,563,1,1,561/563/564/,\N,"ir.actions.act_window,970","{""en_US"": ""Maintenance Requests"", ""th_TH"": ""คำขอการซ่อมบำรุง""}",t,2026-08-18 09:31:18.633018,2026-08-18 09:31:18.633018,\N
575,3,572,1,1,561/572/575/,\N,"ir.actions.act_window,979","{""en_US"": ""Maintenance Stages"", ""th_TH"": ""ขั้นตอนการซ่อมบำรุง""}",t,2026-08-18 09:31:18.633018,2026-08-18 09:31:18.633018,\N
573,1,572,1,1,561/572/573/,\N,"ir.actions.act_window,980","{""en_US"": ""Maintenance Teams"", ""th_TH"": ""ทีมงานการซ่อมบำรุง""}",t,2026-08-18 09:31:18.633018,2026-08-18 09:31:18.633018,\N
568,1,567,1,1,561/567/568/,\N,\N,"{""en_US"": ""Overall Equipment Effectiveness (OEE)"", ""th_TH"": ""Overall Equipment Effectiveness (OEE)""}",t,2026-08-18 09:31:18.633018,2026-08-18 09:31:18.633018,\N
570,20,561,1,1,561/570/,\N,\N,"{""en_US"": ""Reporting"", ""th_TH"": ""การรายงาน""}",t,2026-08-18 09:31:18.633018,2026-08-18 09:31:18.633018,\N
567,3,561,1,1,561/567/,\N,\N,"{""en_US"": ""Reporting"", ""th_TH"": ""การรายงาน""}",t,2026-08-18 09:31:18.633018,2026-08-18 09:31:18.633018,\N
577,0,572,1,1,561/572/577/,\N,"ir.actions.act_window,983","{""en_US"": ""Settings"", ""th_TH"": ""การตั้งค่า""}",t,2026-08-18 09:31:18.633018,2026-08-18 09:31:18.633018,\N
620,99,604,1,1,604/620/,\N,\N,"{""en_US"": ""Reporting"", ""th_TH"": ""การรายงาน""}",t,2026-08-19 03:47:00.711418,2026-08-19 03:47:00.711418,\N
554,2,535,1,1,533/535/554/,\N,\N,"{""en_US"": ""Work Orders"", ""th_TH"": ""คำสั่งงาน""}",t,2026-08-18 09:30:37.822729,2026-08-18 10:07:40.161952,\N
623,0,605,1,1,604/605/623/,\N,"ir.actions.act_window,1041","{""en_US"": ""Settings"", ""th_TH"": ""การตั้งค่า""}",t,2026-08-19 03:47:00.711418,2026-08-19 03:47:00.711418,\N
579,2,566,1,1,561/566/579/,\N,"ir.actions.act_window,976","{""en_US"": ""Machines & Tools"", ""th_TH"": ""เครื่องจักรและเครื่องมือ""}",t,2026-08-18 09:31:26.424846,2026-08-18 10:07:50.574054,\N
578,1,566,1,1,561/566/578/,\N,"ir.actions.act_window,984","{""en_US"": ""Work Centers"", ""th_TH"": ""ศูนย์งาน""}",t,2026-08-18 09:31:26.424846,2026-08-18 10:07:50.574054,\N
598,30,146,1,1,315/146/598/,\N,"ir.actions.act_window,1016","{""en_US"": ""WT Certificates""}",t,2026-08-18 10:20:57.675692,2026-08-18 10:20:57.675692,\N
