id,model_id,group_id,create_uid,write_uid,name,active,perm_read,perm_write,perm_create,perm_unlink,create_date,write_date
1154,594,74,1,1,sale.order manufacturing.user,t,t,t,f,f,2026-03-30 07:53:05.806775,2026-03-30 07:53:05.806775
1155,595,74,1,1,sale.order.line manufacturing.user,t,t,t,f,f,2026-03-30 07:53:05.806775,2026-03-30 07:53:05.806775
1156,963,22,1,1,mrp.production salesman,t,t,t,t,f,2026-03-30 07:53:05.806775,2026-03-30 07:53:05.806775
1157,965,22,1,1,mrp.workorder salesman,t,t,f,t,f,2026-03-30 07:53:05.806775,2026-03-30 07:53:05.806775
1158,953,22,1,1,mrp.bom.line,t,t,f,f,f,2026-03-30 07:53:05.806775,2026-03-30 07:53:05.806775
1159,995,24,1,1,access.lazada.shop,t,t,t,t,t,2026-03-30 08:19:02.866343,2026-03-30 08:19:02.866343
1160,996,24,1,1,access.lazada.shop.create.wizard,t,t,t,t,t,2026-03-30 08:19:02.866343,2026-03-30 08:19:02.866343
1161,993,24,1,1,access.lazada.item,t,t,t,t,t,2026-03-30 08:19:02.866343,2026-03-30 08:19:02.866343
1162,994,24,1,1,access.lazada.order.item,t,t,t,t,t,2026-03-30 08:19:02.866343,2026-03-30 08:19:02.866343
1163,994,22,1,1,access.lazada.order.item.salesman,t,t,f,f,f,2026-03-30 08:19:02.866343,2026-03-30 08:19:02.866343
1164,994,44,1,1,access.lazada.order.item.stock_user,t,t,f,f,f,2026-03-30 08:19:02.866343,2026-03-30 08:19:02.866343
