id,company_id,product_id,stock_valuation_layer_id,stock_move_id,account_move_id,account_move_line_id,create_uid,write_uid,description,quantity,unit_cost,value,remaining_qty,remaining_value,create_date,write_date,price_diff_value,stock_landed_cost_id
36592,1,1005,\N,58504,121832,\N,25,25,WH/MO/05095/SWR - คัดแล้ว-ข้าวพิษณุโลก,-3647.160000,19.81,-72243.09,0.000000,\N,2024-11-30 09:36:07.362772,2024-11-30 09:36:07.362772,\N,\N
36593,1,1003,\N,58505,121833,\N,25,25,WH/MO/05095/SWR - คัดแล้ว-ข้าวปทุม,-6361.340000,23.66,-150491.02,0.000000,\N,2024-11-30 09:36:07.362772,2024-11-30 09:36:07.362772,\N,\N
36595,1,12448,\N,58507,121834,\N,25,25,WH/MO/05095/SWR - ชุดสำเร็จ - (ALL STAR INTL)(50 lbs [22.70 kgs]),-881.000000,6.38,-5620.78,0.000000,\N,2024-11-30 09:36:07.362772,2024-11-30 09:36:07.362772,\N,\N
36596,1,11630,\N,58509,121835,\N,25,25,WH/MO/05095/SWR - คัดแล้ว-ข้าวหอมมะลิอีสาน67,-10008.500000,35.27,-353036.03,0.000000,\N,2024-11-30 09:36:07.362772,2024-11-30 09:36:07.362772,\N,\N
36597,1,11936,\N,58508,121836,\N,25,25,WH/MO/05095/SWR - (ALL STAR INTL) THAI JASMINE RICE LONG GRAIN 100% POLISHED AND SORTED,19998.700000,29.13,582622.92,0.000000,0.00,2024-11-30 09:36:07.362772,2024-11-30 09:36:46.994315,\N,\N
36598,1,11936,\N,58500,121837,\N,25,25,WH/OUT/01355 - (ALL STAR INTL) THAI JASMINE RICE LONG GRAIN 100% POLISHED AND SORTED,-19998.700000,29.13,-582622.92,0.000000,\N,2024-11-30 09:36:46.994315,2024-11-30 09:36:46.994315,\N,\N
36610,1,12325,\N,58526,121847,\N,25,25,WH/OUT/01357 - (ELEPHANT GOD) THAI HOM MALI RICE LONG GRAIN 100% POLISHED AND SORTED,-21338.000000,28.05,-598539.98,0.000000,\N,2024-11-30 09:42:39.614713,2024-11-30 09:42:39.614713,\N,\N
36615,1,12326,\N,58542,121851,\N,25,25,WH/OUT/01358 - (ELEPHANT GOD) THAI HOM MALI RICE LONG GRAIN 100% POLISHED AND SORTED,-21338.000000,28.46,-607247.82,0.000000,\N,2024-11-30 09:45:22.155795,2024-11-30 09:45:22.155795,\N,\N
36622,1,13741,\N,58562,121857,\N,25,25,WH/MO/05100/SWR - ชุดสำเร็จ - (ELEPHANT GOD) (NEW CROP),-940.000000,12.03,-11308.20,0.000000,\N,2024-11-30 09:47:05.726693,2024-11-30 09:47:05.726693,\N,\N
35174,1,12557,\N,55644,119147,\N,39,25,WH/MO/04827/SWR - ชุดสำเร็จ - (GRAND MAJESTIC),775.000000,41.80,32395.00,0.000000,0.00,2024-11-13 04:34:31.699225,2024-11-30 10:57:53.235938,\N,\N
35171,1,12556,\N,55641,119144,\N,39,25,WH/MO/04826/SWR - ชุดสำเร็จ - (GRAND MAJESTIC),104.000000,11.78,1225.12,0.000000,0.00,2024-11-13 04:33:49.487065,2024-11-30 12:12:23.069432,\N,\N
35415,1,11630,\N,56098,119939,\N,220,25,WH/MO/04872/SWR - คัดแล้ว-ข้าวหอมมะลิอีสาน67,121196.000000,35.27,4275021.68,0.000000,0.00,2024-11-16 07:28:59.841089,2024-11-30 12:12:23.069432,\N,\N
36567,1,13684,\N,58470,121810,\N,39,25,WH/MO/05090/SWR - ชุดสำเร็จ - (GOLDEN ELEPHANT THREE LOTUS) (NEW CROP),984.000000,11.52,11335.68,0.000000,0.00,2024-11-30 09:13:48.055926,2024-12-01 15:19:18.020805,\N,\N
36575,1,12827,\N,58480,121818,\N,39,39,WH/MO/05092/SWR - ชุดสำเร็จ - (TATKA (BLUE ELEPHANT)),135.000000,33.79,4561.40,0.000000,0.00,2024-11-30 09:17:21.619651,2024-12-02 07:05:25.300672,\N,\N
36556,1,13677,\N,58466,121800,\N,39,25,WH/MO/05089/SWR - ชุดสำเร็จ - (GOLDEN ELEPHANT THREE LOTUS) (NEW CROP),2435.000000,12.88,31362.80,0.000000,0.00,2024-11-30 09:13:07.412891,2024-12-26 06:28:25.076878,\N,\N
36058,1,14053,\N,57615,121333,\N,220,25,WH/MO/05025/SWR - คัดแล้ว-ข้าวหอมมะลิอีสาน68,30159.000000,28.00,844331.20,0.000000,0.00,2024-11-28 11:55:36.206896,2024-12-27 03:36:11.339201,\N,\N
36625,1,12325,\N,58557,121859,\N,25,25,WH/MO/05100/SWR - (ELEPHANT GOD) THAI HOM MALI RICE LONG GRAIN 100% POLISHED AND SORTED,21338.000000,28.08,599089.20,0.000000,0.00,2024-11-30 09:47:05.726693,2024-11-30 09:47:26.863473,\N,\N
36626,1,12325,\N,58551,121860,\N,25,25,WH/OUT/01359 - (ELEPHANT GOD) THAI HOM MALI RICE LONG GRAIN 100% POLISHED AND SORTED,-21338.000000,28.08,-599089.20,0.000000,\N,2024-11-30 09:47:26.863473,2024-11-30 09:47:26.863473,\N,\N
61189,1,685,\N,98782,175050,\N,39,39,SP/01965 - กระสอบพีพีใส 100% (MAGIC GOLD),-15.000000,7.10,-106.50,0.000000,\N,2025-11-05 03:26:10.400931,2025-11-05 03:26:10.400931,\N,\N
69898,1,11714,\N,112775,\N,\N,28,28,WH/MO/09605/SWR - ชั่วโมงการผลิต-FG,-2.256000,0.00,0.00,-2.256000,\N,2026-03-17 08:36:25.492802,2026-03-17 08:36:25.492802,\N,\N
46235,1,11768,\N,72443,140717,\N,25,25,WH/OUT/01645 - (FOUR ELEPHANTS) THAI HOM MALI RICE LONG GRAIN 100% POLISHED+SORTED,-21383.400000,29.25,-625566.35,0.000000,\N,2025-03-24 10:17:16.884342,2025-03-24 10:17:16.884342,\N,\N
36663,1,11714,\N,56550,\N,\N,25,2,WH/MO/04916/SWR - ชั่วโมงการผลิต-FG,-1.050000,200.00,-210.00,0.000000,\N,2024-11-30 10:40:13.132042,2026-03-04 07:08:21.552464,\N,\N
40812,1,1277,\N,65966,129713,\N,220,220,WH/MO/05693/SWR - By Product-ปลายข้าวจัสมิน,982.000000,9.95,9770.92,0.000000,0.00,2025-01-25 09:50:41.782031,2025-04-30 07:59:21.995997,\N,\N
36662,1,1005,\N,56549,121889,\N,25,25,WH/MO/04916/SWR - คัดแล้ว-ข้าวพิษณุโลก,-306.000000,19.81,-6061.26,0.000000,\N,2024-11-30 10:40:13.132042,2024-11-30 10:40:13.132042,\N,\N
36664,1,12558,\N,56551,121890,\N,25,25,WH/MO/04916/SWR - ชุดสำเร็จ - (GRAND MAJESTIC),-150.000000,28.50,-4275.00,0.000000,\N,2024-11-30 10:40:13.132042,2024-11-30 10:40:13.132042,\N,\N
36665,1,11630,\N,56552,121891,\N,25,25,WH/MO/04916/SWR - คัดแล้ว-ข้าวหอมมะลิอีสาน67,-459.000000,35.27,-16190.59,0.000000,\N,2024-11-30 10:40:13.132042,2024-11-30 10:40:13.132042,\N,\N
36666,1,14053,\N,58635,121892,\N,25,25,WH/MO/04916/SWR - คัดแล้ว-ข้าวหอมมะลิอีสาน68,-459.000000,27.34,-12549.95,0.000000,\N,2024-11-30 10:40:13.132042,2024-11-30 10:40:13.132042,\N,\N
36667,1,997,\N,58636,121893,\N,25,25,WH/MO/04916/SWR - คัดแล้ว-ข้าวขาว100%,-153.000000,19.73,-3018.16,0.000000,\N,2024-11-30 10:40:13.132042,2024-11-30 10:40:13.132042,\N,\N
36668,1,13973,\N,58637,121894,\N,25,25,WH/MO/04916/SWR - คัดแล้ว-ข้าวหอมปรัง,-153.000000,26.31,-4025.73,0.000000,\N,2024-11-30 10:40:13.132042,2024-11-30 10:40:13.132042,\N,\N
42469,1,11795,\N,68267,132699,\N,25,25,Product Quantity Updated - (GRAND MAJESTIC)THAI HOM MALI RICE LONG GRAIN 100% POLISHED AND SORTED.,-32500.000000,30.68,-997100.00,0.000000,\N,2025-02-12 07:58:31.697201,2025-02-12 07:58:33.360939,\N,\N
69895,1,14053,\N,112770,192367,\N,28,28,WH/MO/09605/SWR - คัดแล้ว-ข้าวหอมมะลิอีสาน68,-2140.000000,37.92,-81148.78,0.000000,\N,2026-03-17 08:36:25.492802,2026-03-17 08:36:25.492802,\N,\N
73879,1,8667,\N,118847,\N,\N,36,36,WH/IN/10098 - ถุงมือยาง,3.000000,180.37,541.11,3.000000,541.11,2026-05-28 04:29:15.869674,2026-05-28 04:29:15.869674,\N,\N
73880,1,8611,\N,118848,\N,\N,36,36,WH/IN/10098 - ถุงขยะดำ 36x45 นิ้ว,5.000000,84.11,420.55,5.000000,420.55,2026-05-28 04:29:15.869674,2026-05-28 04:29:15.869674,\N,\N
40811,1,999,\N,65964,129712,\N,220,25,WH/MO/05693/SWR - คัดแล้ว-ข้าวจัสมิน,25018.000000,18.85,471555.28,0.000000,0.00,2025-01-25 09:50:41.782031,2025-02-12 10:01:25.71333,\N,\N
36673,1,1005,\N,56626,121899,\N,25,25,WH/MO/04924/SWR - คัดแล้ว-ข้าวพิษณุโลก,-4000.000000,19.81,-79232.16,0.000000,\N,2024-11-30 10:46:43.47894,2024-11-30 10:46:43.47894,\N,\N
36675,1,12558,\N,56628,121900,\N,25,25,WH/MO/04924/SWR - ชุดสำเร็จ - (GRAND MAJESTIC),-2000.000000,28.56,-57120.00,0.000000,\N,2024-11-30 10:46:43.47894,2024-11-30 10:46:43.47894,\N,\N
36676,1,11630,\N,56629,121901,\N,25,25,WH/MO/04924/SWR - คัดแล้ว-ข้าวหอมมะลิอีสาน67,-6000.000000,35.27,-211641.72,0.000000,\N,2024-11-30 10:46:43.47894,2024-11-30 10:46:43.47894,\N,\N
36677,1,14053,\N,58640,121902,\N,25,25,WH/MO/04924/SWR - คัดแล้ว-ข้าวหอมมะลิอีสาน68,-6000.000000,27.39,-164317.45,0.000000,\N,2024-11-30 10:46:43.47894,2024-11-30 10:46:43.47894,\N,\N
36678,1,13973,\N,58641,121903,\N,25,25,WH/MO/04924/SWR - คัดแล้ว-ข้าวหอมปรัง,-2000.000000,26.31,-52623.89,0.000000,\N,2024-11-30 10:46:43.47894,2024-11-30 10:46:43.47894,\N,\N
36679,1,997,\N,58642,121904,\N,25,25,WH/MO/04924/SWR - คัดแล้ว-ข้าวขาว100%,-2000.000000,19.73,-39453.11,0.000000,\N,2024-11-30 10:46:43.47894,2024-11-30 10:46:43.47894,\N,\N
36669,1,11795,\N,56528,121895,\N,25,25,WH/MO/04916/SWR - (GRAND MAJESTIC)THAI HOM MALI RICE LONG GRAIN 100% POLISHED AND SORTED.,1500.000000,30.89,46330.69,0.000000,0.00,2024-11-30 10:40:13.132042,2024-11-30 11:07:48.158411,\N,\N
36732,1,14053,\N,58689,121952,\N,25,25,WH/MO/04920/SWR - คัดแล้ว-ข้าวหอมมะลิอีสาน68,-31224.900000,27.69,-864517.71,0.000000,\N,2024-11-30 12:12:23.069432,2024-11-30 12:12:23.069432,\N,\N
36733,1,13973,\N,58690,121953,\N,25,25,WH/MO/04920/SWR - คัดแล้ว-ข้าวหอมปรัง,-10408.300000,26.31,-273862.53,0.000000,\N,2024-11-30 12:12:23.069432,2024-11-30 12:12:23.069432,\N,\N
36734,1,997,\N,58691,121954,\N,25,25,WH/MO/04920/SWR - คัดแล้ว-ข้าวขาว100%,-10408.300000,19.73,-205319.89,0.000000,\N,2024-11-30 12:12:23.069432,2024-11-30 12:12:23.069432,\N,\N
36735,1,1005,\N,56597,121955,\N,25,25,WH/MO/04920/SWR - คัดแล้ว-ข้าวพิษณุโลก,-20816.600000,19.63,-408620.11,0.000000,\N,2024-11-30 12:12:23.069432,2024-11-30 12:12:23.069432,\N,\N
36737,1,12556,\N,56599,121956,\N,25,25,WH/MO/04920/SWR - ชุดสำเร็จ - (GRAND MAJESTIC),-4160.000000,11.78,-49004.80,0.000000,\N,2024-11-30 12:12:23.069432,2024-11-30 12:12:23.069432,\N,\N
36738,1,11630,\N,56600,121957,\N,25,25,WH/MO/04920/SWR - คัดแล้ว-ข้าวหอมมะลิอีสาน67,-31224.900000,35.41,-1105599.66,0.000000,\N,2024-11-30 12:12:23.069432,2024-11-30 12:12:23.069432,\N,\N
36740,1,1005,\N,56608,121959,\N,25,25,WH/MO/04921/SWR - คัดแล้ว-ข้าวพิษณุโลก,-4609.200000,19.63,-90476.44,0.000000,\N,2024-11-30 12:16:24.819366,2024-11-30 12:16:24.819366,\N,\N
36743,1,11630,\N,56611,121961,\N,25,25,WH/MO/04921/SWR - คัดแล้ว-ข้าวหอมมะลิอีสาน67,-6913.800000,36.38,-251515.40,0.000000,\N,2024-11-30 12:16:24.819366,2024-11-30 12:16:24.819366,\N,\N
36744,1,14053,\N,58699,121962,\N,25,25,WH/MO/04921/SWR - คัดแล้ว-ข้าวหอมมะลิอีสาน68,-6913.800000,27.69,-191421.03,0.000000,\N,2024-11-30 12:16:24.819366,2024-11-30 12:16:24.819366,\N,\N
36745,1,13973,\N,58700,121963,\N,25,25,WH/MO/04921/SWR - คัดแล้ว-ข้าวหอมปรัง,-2304.600000,26.31,-60638.48,0.000000,\N,2024-11-30 12:16:24.819366,2024-11-30 12:16:24.819366,\N,\N
36746,1,997,\N,58701,121964,\N,25,25,WH/MO/04921/SWR - คัดแล้ว-ข้าวขาว100%,-2304.600000,19.73,-45461.82,0.000000,\N,2024-11-30 12:16:24.819366,2024-11-30 12:16:24.819366,\N,\N
36742,1,12560,\N,56610,121960,\N,25,25,WH/MO/04921/SWR - ชุดสำเร็จ - (GRAND MAJESTIC),-460.000000,61.68,-28369.42,0.000000,\N,2024-11-30 12:16:24.819366,2024-11-30 12:17:00.234887,\N,\N
36845,1,1005,\N,58721,122048,\N,25,25,WH/MO/04922/SWR-003 - คัดแล้ว-ข้าวพิษณุโลก,-11864.000000,19.68,-233432.98,0.000000,\N,2024-11-30 13:24:05.825832,2024-11-30 13:24:05.825832,\N,\N
36847,1,12557,\N,58723,122049,\N,25,25,WH/MO/04922/SWR-003 - ชุดสำเร็จ - (GRAND MAJESTIC),-2360.000000,41.80,-98648.00,0.000000,\N,2024-11-30 13:24:05.825832,2024-11-30 13:24:54.71506,\N,\N
36739,1,11797,\N,56601,121958,\N,25,25,WH/MO/04920/SWR - (GRAND MAJESTIC)THAI HOM MALI RICE LONG GRAIN 100% POLISHED AND SORTED.,104000.000000,27.96,2908064.70,0.000000,0.00,2024-11-30 12:12:23.069432,2024-11-30 13:25:26.297139,\N,\N
36747,1,11799,\N,56602,121965,\N,25,25,WH/MO/04921/SWR - (GRAND MAJESTIC)THAI HOM MALI RICE LONG GRAIN 100% POLISHED AND SORTED.,23000.000000,29.07,668526.59,0.000000,0.00,2024-11-30 12:16:24.819366,2024-11-30 13:25:26.297139,\N,\N
36680,1,11795,\N,56605,121905,\N,25,25,WH/MO/04924/SWR - (GRAND MAJESTIC)THAI HOM MALI RICE LONG GRAIN 100% POLISHED AND SORTED.,20000.000000,30.36,607188.33,0.000000,0.00,2024-11-30 10:46:43.47894,2024-11-30 13:25:26.297139,\N,\N
69896,1,1003,\N,112771,192368,\N,28,28,WH/MO/09605/SWR - คัดแล้ว-ข้าวปทุม,-2133.800000,19.27,-41126.53,0.000000,\N,2026-03-17 08:36:25.492802,2026-03-17 08:36:25.492802,\N,\N
42470,1,11795,\N,68268,132700,\N,25,25,Product Quantity Updated - (GRAND MAJESTIC)THAI HOM MALI RICE LONG GRAIN 100% POLISHED AND SORTED.,32500.000000,30.68,997100.00,0.000000,0.00,2025-02-12 07:58:33.360939,2025-02-12 07:58:33.360939,\N,\N
69897,1,14333,\N,112773,192369,\N,28,28,WH/MO/09605/SWR - คัดแล้ว-ซาห่อข้าวหอมมะลิอีสาน68,-2133.800000,5.12,-10922.94,0.000000,\N,2026-03-17 08:36:25.492802,2026-03-17 08:36:25.492802,\N,\N
36628,1,11714,\N,58569,\N,\N,25,2,WH/MO/05101/SWR - ชั่วโมงการผลิต-FG,-3.760000,200.00,-752.00,0.000000,\N,2024-11-30 09:48:44.69096,2026-03-04 07:08:21.552464,\N,\N
36627,1,14053,\N,58568,121861,\N,25,25,WH/MO/05101/SWR - คัดแล้ว-ข้าวหอมมะลิอีสาน68,-21376.000000,27.99,-598274.69,0.000000,\N,2024-11-30 09:48:44.69096,2024-11-30 09:48:44.69096,\N,\N
36629,1,13741,\N,58571,121862,\N,25,25,WH/MO/05101/SWR - ชุดสำเร็จ - (ELEPHANT GOD) (NEW CROP),-940.000000,12.03,-11308.20,0.000000,\N,2024-11-30 09:48:44.69096,2024-11-30 09:48:44.69096,\N,\N
69899,1,13811,\N,112776,192370,\N,28,28,WH/MO/09605/SWR - ชุดสำเร็จ - (FARMER KING) (NEW CROP),-940.000000,10.98,-10321.20,0.000000,\N,2026-03-17 08:36:25.492802,2026-03-17 08:36:25.492802,\N,\N
69900,1,14897,\N,112777,192371,\N,28,28,WH/MO/09605/SWR - คัดแล้ว-ข้าวหอมมะลิอีสาน69,-14936.600000,33.04,-493443.43,0.000000,\N,2026-03-17 08:36:25.492802,2026-03-17 08:36:25.492802,\N,\N
36630,1,12325,\N,58570,121863,\N,25,25,WH/MO/05101/SWR - (ELEPHANT GOD) THAI HOM MALI RICE LONG GRAIN 100% POLISHED AND SORTED,21338.000000,28.60,610334.89,0.000000,0.00,2024-11-30 09:48:44.69096,2024-11-30 09:49:06.936111,\N,\N
35420,1,14053,\N,56109,119944,\N,220,25,WH/MO/04873/SWR - คัดแล้ว-ข้าวหอมมะลิอีสาน68,48058.000000,28.01,1346157.18,0.000000,0.00,2024-11-16 07:34:01.878695,2024-11-30 09:58:58.381234,\N,\N
36649,1,12763,\N,57549,121878,\N,25,25,WH/OUT/01326 - (GOLDEN ELEPHANT THREE LOTUS (GREEN)) THAI HOM MALI RICE THREE LOTUS,-43765.600000,28.30,-1238458.60,0.000000,\N,2024-11-30 10:01:00.66598,2024-11-30 10:01:00.66598,\N,\N
36650,1,12764,\N,57550,121879,\N,25,25,WH/OUT/01326 - (GOLDEN ELEPHANT THREE LOTUS (GREEN)) THAI HOM MALI RICE THREE LOTUS,-87531.200000,28.82,-2522275.50,0.000000,\N,2024-11-30 10:01:00.66598,2024-11-30 10:01:00.66598,\N,\N
36652,1,14053,\N,58034,121880,\N,25,25,WH/MO/04934/SWR-002 - คัดแล้ว-ข้าวหอมมะลิอีสาน68,-10951.040000,27.35,-299526.60,0.000000,\N,2024-11-30 10:03:08.407774,2024-11-30 10:03:08.407774,\N,\N
36653,1,13677,\N,58035,121881,\N,25,25,WH/MO/04934/SWR-002 - ชุดสำเร็จ - (GOLDEN ELEPHANT THREE LOTUS) (NEW CROP),-482.000000,12.87,-6203.35,0.000000,\N,2024-11-30 10:03:08.407774,2024-11-30 10:03:08.407774,\N,\N
36654,1,12763,\N,58036,121882,\N,25,25,WH/MO/04934/SWR-002 - (GOLDEN ELEPHANT THREE LOTUS (GREEN)) THAI HOM MALI RICE THREE LOTUS,10941.400000,28.01,306501.15,0.000000,0.00,2024-11-30 10:03:08.407774,2024-11-30 10:03:33.928319,\N,\N
36655,1,12763,\N,56705,121883,\N,25,25,WH/OUT/01314 - (GOLDEN ELEPHANT THREE LOTUS (GREEN)) THAI HOM MALI RICE THREE LOTUS,-43765.600000,28.08,-1228862.09,0.000000,\N,2024-11-30 10:03:33.928319,2024-11-30 10:03:33.928319,\N,\N
36656,1,12764,\N,56706,121884,\N,25,25,WH/OUT/01314 - (GOLDEN ELEPHANT THREE LOTUS (GREEN)) THAI HOM MALI RICE THREE LOTUS,-65648.400000,28.81,-1891614.07,0.000000,\N,2024-11-30 10:03:33.928319,2024-11-30 10:03:33.928319,\N,\N
36681,1,14053,\N,58649,121906,\N,25,25,WH/MO/04914/SWR - คัดแล้ว-ข้าวหอมมะลิอีสาน68,-5647.500000,27.69,-156361.23,0.000000,\N,2024-11-30 10:50:41.66323,2024-11-30 10:50:41.66323,\N,\N
36682,1,13973,\N,58650,121907,\N,25,25,WH/MO/04914/SWR - คัดแล้ว-ข้าวหอมปรัง,-1882.500000,26.31,-49532.24,0.000000,\N,2024-11-30 10:50:41.66323,2024-11-30 10:50:41.66323,\N,\N
36683,1,997,\N,58651,121908,\N,25,25,WH/MO/04914/SWR - คัดแล้ว-ข้าวขาว100%,-1882.500000,19.73,-37135.24,0.000000,\N,2024-11-30 10:50:41.66323,2024-11-30 10:50:41.66323,\N,\N
36684,1,1005,\N,56537,121909,\N,25,25,WH/MO/04914/SWR - คัดแล้ว-ข้าวพิษณุโลก,-3765.000000,19.81,-74577.26,0.000000,\N,2024-11-30 10:50:41.66323,2024-11-30 10:50:41.66323,\N,\N
36686,1,12557,\N,56539,121910,\N,25,25,WH/MO/04914/SWR - ชุดสำเร็จ - (GRAND MAJESTIC),-750.000000,41.80,-31350.00,0.000000,\N,2024-11-30 10:50:41.66323,2024-11-30 10:50:41.66323,\N,\N
36687,1,11630,\N,56540,121911,\N,25,25,WH/MO/04914/SWR - คัดแล้ว-ข้าวหอมมะลิอีสาน67,-5647.500000,35.27,-199207.77,0.000000,\N,2024-11-30 10:50:41.66323,2024-11-30 10:50:41.66323,\N,\N
36708,1,1005,\N,56531,121930,\N,25,25,WH/MO/04913/SWR - คัดแล้ว-ข้าวพิษณุโลก,-301.000000,19.63,-5908.49,0.000000,\N,2024-11-30 11:04:43.978983,2024-11-30 11:04:43.978983,\N,\N
36710,1,12560,\N,56533,121931,\N,25,25,WH/MO/04913/SWR - ชุดสำเร็จ - (GRAND MAJESTIC),-30.000000,59.92,-1797.72,0.000000,\N,2024-11-30 11:04:43.978983,2024-11-30 11:04:43.978983,\N,\N
36711,1,11630,\N,56534,121932,\N,25,25,WH/MO/04913/SWR - คัดแล้ว-ข้าวหอมมะลิอีสาน67,-451.000000,35.27,-15908.40,0.000000,\N,2024-11-30 11:04:43.978983,2024-11-30 11:04:43.978983,\N,\N
36712,1,14053,\N,58678,121933,\N,25,25,WH/MO/04913/SWR - คัดแล้ว-ข้าวหอมมะลิอีสาน68,-451.000000,27.69,-12486.75,0.000000,\N,2024-11-30 11:04:43.978983,2024-11-30 11:04:43.978983,\N,\N
36713,1,997,\N,58680,121934,\N,25,25,WH/MO/04913/SWR - คัดแล้ว-ข้าวขาว100%,-150.000000,19.73,-2958.98,0.000000,\N,2024-11-30 11:04:43.978983,2024-11-30 11:04:43.978983,\N,\N
36714,1,13973,\N,58679,121935,\N,25,25,WH/MO/04913/SWR - คัดแล้ว-ข้าวหอมปรัง,-150.000000,26.31,-3946.79,0.000000,\N,2024-11-30 11:04:43.978983,2024-11-30 11:04:43.978983,\N,\N
36715,1,11799,\N,56525,121936,\N,25,25,WH/MO/04913/SWR - (GRAND MAJESTIC)THAI HOM MALI RICE LONG GRAIN 100% POLISHED AND SORTED.,1500.000000,28.95,43427.13,0.000000,0.00,2024-11-30 11:04:43.978983,2024-11-30 11:07:48.158411,\N,\N
36688,1,11800,\N,56526,121912,\N,25,25,WH/MO/04914/SWR - (GRAND MAJESTIC)THAI HOM MALI RICE LONG GRAIN 100% POLISHED AND SORTED.,18750.000000,29.29,549213.74,0.000000,0.00,2024-11-30 10:50:41.66323,2024-11-30 11:07:48.158411,\N,\N
36729,1,885,\N,58692,121949,\N,25,25,WH/MO/05107/SWR - กระสอบพีพีใส 100% เคลือบกราเวียร์ 2 หน้า (GRAND MAJESTIC),-4160.000000,10.70,-44512.00,0.000000,\N,2024-11-30 12:11:20.987817,2024-11-30 12:11:20.987817,\N,\N
36730,1,8969,\N,58693,121950,\N,25,25,WH/MO/05107/SWR - ถุงใน (HDPE),-4160.000000,1.08,-4492.80,0.000000,\N,2024-11-30 12:11:20.987817,2024-11-30 12:11:20.987817,\N,\N
36748,1,11704,\N,58705,121966,\N,25,25,WH/MO/05108/SWR - กระสอบพีพีขาว 100% (GRAND MAJESTIC),-460.000000,8.55,-3933.00,0.000000,\N,2024-11-30 12:17:00.234887,2024-11-30 12:17:00.234887,\N,\N
36749,1,9062,\N,58706,121967,\N,25,25,WH/MO/05108/SWR - กระสอบพีพีใส 100% เคลือบกราเวียร์ 2 หน้า (GRAND MAJESTIC),-2300.000000,10.00,-23000.00,0.000000,\N,2024-11-30 12:17:00.234887,2024-11-30 12:17:00.234887,\N,\N
36750,1,8968,\N,58707,121968,\N,25,25,WH/MO/05108/SWR - ถุงใน (HDPE),-2300.000000,0.72,-1656.00,0.000000,\N,2024-11-30 12:17:00.234887,2024-11-30 12:17:00.234887,\N,\N
36752,1,12560,36742,56610,121970,\N,25,25,Revaluation of WH/MO/04921/SWR (negative inventory),0.000000,0.00,-165.91,0.000000,\N,2024-11-30 12:17:00.234887,2024-11-30 12:17:00.234887,\N,\N
37142,1,13952,\N,59165,122340,\N,39,39,WH/MO/04738/SWR - ชุดสำเร็จ - (ROYAL CROWN),-2.000000,6.38,-12.76,0.000000,\N,2024-12-02 01:26:39.648353,2024-12-02 01:26:39.648353,\N,\N
37187,1,13811,\N,59249,122386,\N,39,39,UB/00620 - ชุดสำเร็จ - (FARMER KING) (NEW CROP),-12.000000,11.18,-134.16,0.000000,\N,2024-12-02 02:54:27.306846,2024-12-02 02:54:27.306846,\N,\N
36731,1,12556,\N,58695,121951,\N,25,39,WH/MO/05107/SWR - ชุดสำเร็จ - (GRAND MAJESTIC),4160.000000,11.78,49004.80,0.000000,0.00,2024-11-30 12:11:20.987817,2024-12-02 04:57:23.925728,\N,\N
36751,1,12560,\N,58709,121969,\N,25,39,WH/MO/05108/SWR - ชุดสำเร็จ - (GRAND MAJESTIC),460.000000,62.15,28589.00,0.000000,0.00,2024-11-30 12:17:00.234887,2024-12-27 08:25:45.372292,\N,\N
36634,1,14053,\N,58588,121866,\N,25,25,WH/MO/05103/SWR - คัดแล้ว-ข้าวหอมมะลิอีสาน68,-21376.000000,28.01,-598765.16,0.000000,\N,2024-11-30 09:53:33.511946,2024-11-30 09:53:33.511946,\N,\N
55980,1,14019,34594,54782,\N,\N,25,25,Revaluation of WH/MO/04727/SWR (negative inventory),0.000000,0.00,199.60,0.000000,\N,2025-08-15 07:02:48.225575,2025-08-15 07:02:48.225575,\N,\N
36639,1,1281,\N,58578,121870,\N,220,220,WH/MO/05102/SWR - By Product-ปลายข้าวปทุม,890.000000,2.15,1913.64,0.000000,0.00,2024-11-30 09:53:59.205056,2025-02-28 07:29:17.999546,\N,\N
36641,1,11714,\N,58024,\N,\N,25,2,WH/MO/05018/SWR-002 - ชั่วโมงการผลิต-FG,-1.543000,200.00,-308.60,0.000000,\N,2024-11-30 09:58:58.381234,2026-03-04 07:08:21.552464,\N,\N
36636,1,944,\N,58573,121868,\N,220,220,WH/MO/05102/SWR - วัตถุดิบ-ข้าวปทุม,-15000.000000,25.50,-382500.00,0.000000,\N,2024-11-30 09:53:59.205056,2024-11-30 09:53:59.205056,\N,\N
69926,1,1703,\N,112833,192396,\N,39,39,WH/MO/09611/SWR - ถุงพลาสติก (GOLDEN ELEPHANT THREE LOTUS),-1200.000000,4.80,-5760.00,0.000000,\N,2026-03-17 09:24:34.927477,2026-03-17 09:24:34.927477,\N,\N
69901,1,12862,\N,112779,192372,\N,28,28,WH/MO/09605/SWR - (FARMER KING) THAI JASMINE RICE 5% BROKEN POLISHED AND SORTED,21338.000000,29.85,636962.88,0.000000,0.00,2026-03-17 08:36:25.492802,2026-03-20 06:18:30.632944,\N,\N
36635,1,11769,\N,58587,121867,\N,25,25,WH/MO/05103/SWR - (FOUR ELEPHANT) THAI HOM MALI RICE LONG GRAIN 100% POLISHED+SORTED,21338.000000,28.65,611342.36,0.000000,0.00,2024-11-30 09:53:33.511946,2024-11-30 09:56:44.652686,\N,\N
